speakers,episode_tittle,season,episode
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LOUISE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
MADELINE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LOUISE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
PARIS,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LOUISE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
MADELINE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
PARIS,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LOUISE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
PARIS,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LOUISE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LOUISE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
PARIS,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
MADELINE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LOUISE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LOUISE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
MADELINE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
MADELINE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
MADELINE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
MADELINE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
PARIS,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
MADELINE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LUKE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LUKE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LUKE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LUKE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LUKE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LUKE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LUKE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LUKE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LUKE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LUKE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LUKE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LUKE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LUKE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LUKE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LUKE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LUKE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LUKE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LUKE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LUKE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LUKE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LUKE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LUKE,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
PARIS,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
PARIS,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
PARIS,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
PARIS,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
PARIS,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
PARIS,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
PARIS,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
PARIS,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
PARIS,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
PARIS,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
PARIS,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
PARIS,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
PARIS,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
PARIS,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
PARIS,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
PARIS,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
PARIS,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
PARIS,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
PARIS,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
PARIS,"04x17 - Girls in Bikinis, Boys doing the T",4,17
GLENN,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
DEAN,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
DEAN,"04x17 - Girls in Bikinis, Boys doing the T",4,17
RORY,"04x17 - Girls in Bikinis, Boys doing the T",4,17
DEAN,"04x17 - Girls in Bikinis, Boys doing the T",4,17
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
JACKSON,"04x18 - Tick, Tick, Tick, Boom",4,18
SOOKIE,"04x18 - Tick, Tick, Tick, Boom",4,18
JACKSON,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
JACKSON,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
LUKE,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
LUKE,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
LUKE,"04x18 - Tick, Tick, Tick, Boom",4,18
JACKSON,"04x18 - Tick, Tick, Tick, Boom",4,18
LUKE,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
LUKE,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
SOOKIE,"04x18 - Tick, Tick, Tick, Boom",4,18
LUKE,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
LUKE,"04x18 - Tick, Tick, Tick, Boom",4,18
TAYLOR,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
TAYLOR,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
SOOKIE,"04x18 - Tick, Tick, Tick, Boom",4,18
JACKSON,"04x18 - Tick, Tick, Tick, Boom",4,18
SOOKIE,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
TAYLOR,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
TAYLOR,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
TAYLOR,"04x18 - Tick, Tick, Tick, Boom",4,18
LUKE,"04x18 - Tick, Tick, Tick, Boom",4,18
TAYLOR,"04x18 - Tick, Tick, Tick, Boom",4,18
LUKE,"04x18 - Tick, Tick, Tick, Boom",4,18
TAYLOR,"04x18 - Tick, Tick, Tick, Boom",4,18
LUKE,"04x18 - Tick, Tick, Tick, Boom",4,18
TAYLOR,"04x18 - Tick, Tick, Tick, Boom",4,18
LUKE,"04x18 - Tick, Tick, Tick, Boom",4,18
JACKSON,"04x18 - Tick, Tick, Tick, Boom",4,18
SOOKIE,"04x18 - Tick, Tick, Tick, Boom",4,18
COUNTER,"04x18 - Tick, Tick, Tick, Boom",4,18
TAYLOR,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
JACKSON,"04x18 - Tick, Tick, Tick, Boom",4,18
TAYLOR,"04x18 - Tick, Tick, Tick, Boom",4,18
KIRK,"04x18 - Tick, Tick, Tick, Boom",4,18
TAYLOR,"04x18 - Tick, Tick, Tick, Boom",4,18
KIRK,"04x18 - Tick, Tick, Tick, Boom",4,18
TAYLOR,"04x18 - Tick, Tick, Tick, Boom",4,18
KIRK,"04x18 - Tick, Tick, Tick, Boom",4,18
TAYLOR,"04x18 - Tick, Tick, Tick, Boom",4,18
LUKE,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
LUKE,"04x18 - Tick, Tick, Tick, Boom",4,18
SOOKIE,"04x18 - Tick, Tick, Tick, Boom",4,18
JACKSON,"04x18 - Tick, Tick, Tick, Boom",4,18
SOOKIE,"04x18 - Tick, Tick, Tick, Boom",4,18
JACKSON,"04x18 - Tick, Tick, Tick, Boom",4,18
LUKE,"04x18 - Tick, Tick, Tick, Boom",4,18
JACKSON,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
JACKSON,"04x18 - Tick, Tick, Tick, Boom",4,18
SOOKIE,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
MICHEL,"04x18 - Tick, Tick, Tick, Boom",4,18
DEAN,"04x18 - Tick, Tick, Tick, Boom",4,18
MICHEL,"04x18 - Tick, Tick, Tick, Boom",4,18
DEAN,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
MICHEL,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
SOOKIE,"04x18 - Tick, Tick, Tick, Boom",4,18
MICHEL,"04x18 - Tick, Tick, Tick, Boom",4,18
DEAN,"04x18 - Tick, Tick, Tick, Boom",4,18
MICHEL,"04x18 - Tick, Tick, Tick, Boom",4,18
TOM,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
TOM,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
TOM,"04x18 - Tick, Tick, Tick, Boom",4,18
DEAN,"04x18 - Tick, Tick, Tick, Boom",4,18
MICHEL,"04x18 - Tick, Tick, Tick, Boom",4,18
SOOKIE,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
MICHEL,"04x18 - Tick, Tick, Tick, Boom",4,18
DEAN,"04x18 - Tick, Tick, Tick, Boom",4,18
MICHEL,"04x18 - Tick, Tick, Tick, Boom",4,18
DEAN,"04x18 - Tick, Tick, Tick, Boom",4,18
TOM,"04x18 - Tick, Tick, Tick, Boom",4,18
SOOKIE,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
TOM,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
LINDSAY,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
LINDSAY,"04x18 - Tick, Tick, Tick, Boom",4,18
MICHEL,"04x18 - Tick, Tick, Tick, Boom",4,18
LINDSAY,"04x18 - Tick, Tick, Tick, Boom",4,18
MICHEL,"04x18 - Tick, Tick, Tick, Boom",4,18
LINDAY,"04x18 - Tick, Tick, Tick, Boom",4,18
DEAN,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
SOOKIE,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
MICHEL,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
MICHEL,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
MICHEL,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
SOOKIE,"04x18 - Tick, Tick, Tick, Boom",4,18
MICHEL,"04x18 - Tick, Tick, Tick, Boom",4,18
TOM,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
EMILY,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
EMILY,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
EMILY,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
EMILY,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
RORY,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
RORY,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
RORY,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
EMILY,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
EMILY,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
RORY,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
RORY,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
EMILY,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
EMILY,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
EMILY,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
EMILY,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
EMILY,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
LORELAI,"04x18 - Tick, Tick, Tick, Boom",4,18
TAYLOR,"04x18 - Tick, Tick, Tick, Boom",4,18
CASSINI,"04x18 - Tick, Tick, Tick, Boom",4,18
TAYLOR,"04x18 - Tick, Tick, Tick, Boom",4,18
CASSINI,"04x18 - Tick, Tick, Tick, Boom",4,18
TAYLOR,"04x18 - Tick, Tick, Tick, Boom",4,18
KIRK,"04x18 - Tick, Tick, Tick, Boom",4,18
TAYLOR,"04x18 - Tick, Tick, Tick, Boom",4,18
KIRK,"04x18 - Tick, Tick, Tick, Boom",4,18
TAYLOR,"04x18 - Tick, Tick, Tick, Boom",4,18
KIRK,"04x18 - Tick, Tick, Tick, Boom",4,18
TAYLOR,"04x18 - Tick, Tick, Tick, Boom",4,18
KIRK,"04x18 - Tick, Tick, Tick, Boom",4,18
TAYLOR,"04x18 - Tick, Tick, Tick, Boom",4,18
KIRK,"04x18 - Tick, Tick, Tick, Boom",4,18
TAYLOR,"04x18 - Tick, Tick, Tick, Boom",4,18
KIRK,"04x18 - Tick, Tick, Tick, Boom",4,18
TAYLOR,"04x18 - Tick, Tick, Tick, Boom",4,18
KIRK,"04x18 - Tick, Tick, Tick, Boom",4,18
JASON,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
JASON,"04x18 - Tick, Tick, Tick, Boom",4,18
BOB,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
CADDY,"04x18 - Tick, Tick, Tick, Boom",4,18
JASON,"04x18 - Tick, Tick, Tick, Boom",4,18
BOB,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
BOB,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
JASON,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
JASON,"04x18 - Tick, Tick, Tick, Boom",4,18
FLOYD,"04x18 - Tick, Tick, Tick, Boom",4,18
JASON,"04x18 - Tick, Tick, Tick, Boom",4,18
FLOYD,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
FLOYD,"04x18 - Tick, Tick, Tick, Boom",4,18
BOB,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
FLOYD,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
FLOYD,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
FLOYD,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
FLOYD,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
FLOYD,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
FLOYD,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
FLOYD,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
FLOYD,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
FLOYD,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
FLOYD,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
FLOYD,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
FLOYD,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
FLOYD,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
EMILY,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
JASON,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
EMILY,"04x18 - Tick, Tick, Tick, Boom",4,18
JASON,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
JASON,"04x18 - Tick, Tick, Tick, Boom",4,18
EMILY,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
EMILY,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
EMILY,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
JASON,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
EMILY,"04x18 - Tick, Tick, Tick, Boom",4,18
RICHARD,"04x18 - Tick, Tick, Tick, Boom",4,18
JASON,"04x18 - Tick, Tick, Tick, Boom",4,18
RORY,"04x18 - Tick, Tick, Tick, Boom",4,18
DEAN,"04x18 - Tick, Tick, Tick, Boom",4,18
RORY,"04x18 - Tick, Tick, Tick, Boom",4,18
DEAN,"04x18 - Tick, Tick, Tick, Boom",4,18
RORY,"04x18 - Tick, Tick, Tick, Boom",4,18
DEAN,"04x18 - Tick, Tick, Tick, Boom",4,18
GLENN,"04x18 - Tick, Tick, Tick, Boom",4,18
DEAN,"04x18 - Tick, Tick, Tick, Boom",4,18
RORY,"04x18 - Tick, Tick, Tick, Boom",4,18
DEAN,"04x18 - Tick, Tick, Tick, Boom",4,18
RORY,"04x18 - Tick, Tick, Tick, Boom",4,18
DEAN,"04x18 - Tick, Tick, Tick, Boom",4,18
RORY,"04x18 - Tick, Tick, Tick, Boom",4,18
RORY,"04x18 - Tick, Tick, Tick, Boom",4,18
DEAN,"04x18 - Tick, Tick, Tick, Boom",4,18
RORY,"04x18 - Tick, Tick, Tick, Boom",4,18
DEAN,"04x18 - Tick, Tick, Tick, Boom",4,18
RORY,"04x18 - Tick, Tick, Tick, Boom",4,18
DEAN,"04x18 - Tick, Tick, Tick, Boom",4,18
RORY,"04x18 - Tick, Tick, Tick, Boom",4,18
DEAN,"04x18 - Tick, Tick, Tick, Boom",4,18
RORY,"04x18 - Tick, Tick, Tick, Boom",4,18
DEAN,"04x18 - Tick, Tick, Tick, Boom",4,18
RORY,"04x18 - Tick, Tick, Tick, Boom",4,18
DEAN,"04x18 - Tick, Tick, Tick, Boom",4,18
RORY,"04x18 - Tick, Tick, Tick, Boom",4,18
DEAN,"04x18 - Tick, Tick, Tick, Boom",4,18
RORY,"04x18 - Tick, Tick, Tick, Boom",4,18
DEAN,"04x18 - Tick, Tick, Tick, Boom",4,18
RORY,"04x18 - Tick, Tick, Tick, Boom",4,18
DEAN,"04x18 - Tick, Tick, Tick, Boom",4,18
RORY,"04x18 - Tick, Tick, Tick, Boom",4,18
DEAN,"04x18 - Tick, Tick, Tick, Boom",4,18
RORY,"04x18 - Tick, Tick, Tick, Boom",4,18
